Title,Year,Note
In The Realm of The Senses,1977,4/7 CTV_2021-08-02 - Obsession!
Peeping Tom,1960,5/7 CTV_2021-08-02 - Obsession!
Crazy Love,2007,6/7 CTV_2021-08-02 - Obsession!& 1/7 CTV_2020-08-27 - True Crime Stories!!
Schramm,1993,1/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!
Tomorrow I Will Be Dirt,2019,2/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!
Natural Born Killers,1994,3/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!& 2/7 CTV_2021-01-21 - 90’s Auteur Films!
Angst,1983,4/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!& 2/8 CTV_2021-03-01 - Gazing Into The Void : Lush Films Composed of Frigid Long Takes& 6/8 CTV_2020-07-22 - Guest curator @1800hotduck is taking over the stream all night and tmro! Duck presents: Summer Bummer! Hot Duck is our favorite Video Bruja in the void of the interwebs
Deranged,1974,6/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!
Henry: Portrait of a Serial Killer,1986,7/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!
Man Bites Dog,1992,8/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!
Manhunter,1986,9/9 CTV_2021-07-30 - INTO THE MIND OF A SERIAL KILLER curated by guest programmer @zaneistrouble !!& 7/8 CTV_2020-07-22 - Guest curator @1800hotduck is taking over the stream all night and tmro! Duck presents: Summer Bummer! Hot Duck is our favorite Video Bruja in the void of the interwebs
Lizard in a Woman’s Skin,1971,2/8 CTV_2021-07-29 - TAROT THEATER! @clavendr (watch her trailer on the final slide!) curates an amazing night in theme of:  The High Priestess - Secrets & Intuition Revealed!
The Devil Queen,1974,3/8 CTV_2021-07-29 - TAROT THEATER! @clavendr (watch her trailer on the final slide!) curates an amazing night in theme of:  The High Priestess - Secrets & Intuition Revealed!
Snake of June,2002,5/8 CTV_2021-07-29 - TAROT THEATER! @clavendr (watch her trailer on the final slide!) curates an amazing night in theme of:  The High Priestess - Secrets & Intuition Revealed!
Blanche,1971,6/8 CTV_2021-07-29 - TAROT THEATER! @clavendr (watch her trailer on the final slide!) curates an amazing night in theme of:  The High Priestess - Secrets & Intuition Revealed!
All The Colors of The Dark,1972,7/8 CTV_2021-07-29 - TAROT THEATER! @clavendr (watch her trailer on the final slide!) curates an amazing night in theme of:  The High Priestess - Secrets & Intuition Revealed!
The Seventh Victim,1943,8/8 CTV_2021-07-29 - TAROT THEATER! @clavendr (watch her trailer on the final slide!) curates an amazing night in theme of:  The High Priestess - Secrets & Intuition Revealed!
Sextoons,1975,2/9 CTV_2021-07-28 - ADULT ANIMATION!
Evil Toons,1992,3/9 CTV_2021-07-28 - ADULT ANIMATION!
Heavy Metal,1981,"4/9 CTV_2021-07-28 - ADULT ANIMATION!& 4/9 CTV_2021-01-20 - HEY KIDS, COMICS: Presented by comic book and magazine maestro @astraleyez& 5/10 CTV_2020-11-04 - WIZARDS & WARRIORS: Fantasy Escapism from the 70’s & 80’s& 5/9 CTV_2020-07-20 - Cult classic animated films!"
Fritz The Cat,1972,"5/9 CTV_2021-07-28 - ADULT ANIMATION!& 3/8 CTV_2020-08-03 - Cinema Revival House Monday!  we will be showing an eclectic mix of films shown at San Francisco's infamous Market Street Theater, STRAND THEATER. These were films shown on a Monday during the 1980's! Tune in for the Strand trailer pre-show at 8!"
Down and Dirty Duck,1974,6/9 CTV_2021-07-28 - ADULT ANIMATION!
Midori,1992,7/9 CTV_2021-07-28 - ADULT ANIMATION!
Foam Bath,1980,8/9 CTV_2021-07-28 - ADULT ANIMATION!
Perfect Blue,1997,9/9 CTV_2021-07-28 - ADULT ANIMATION!
Andy Warhol's Bad,1977,2/7 CTV_2021-07-26 - Art House Monday!
Tom Waits Big Time,1988,4/7 CTV_2021-07-26 - Art House Monday!
Montenegro,1981,5/7 CTV_2021-07-26 - Art House Monday!
Mona Lisa,1985,6/7 CTV_2021-07-26 - Art House Monday!
Baal,1970,7/7 CTV_2021-07-26 - Art House Monday!
Black Shampoo,1976,3/10 CTV_2021-07-23 - BLAXPLOITATION 2: More Black American Genre Cinema 1973-1979
Petey Wheatstraw: The Devil’s Son-in-Law,1977,4/10 CTV_2021-07-23 - BLAXPLOITATION 2: More Black American Genre Cinema 1973-1979& 2/12 CTV_2021-04-30 - The Devil’s Sauce!
Sweet Sweetback's Baadasssss Song,1971,"5/10 CTV_2021-07-23 - BLAXPLOITATION 2: More Black American Genre Cinema 1973-1979& 1/10 CTV_2021-02-19 - BLAXPLOITATION: Black American Genre Cinema 1969-1976& 3/9 CTV_2020-06-12 - CATHODE TV is back!   at , we examine visual culture and the struggle for civil rights."
"Welcome Home,Brother Charles",1975,6/10 CTV_2021-07-23 - BLAXPLOITATION 2: More Black American Genre Cinema 1973-1979
The Education of Sonny Carson,1974,"8/10 CTV_2021-07-23 - BLAXPLOITATION 2: More Black American Genre Cinema 1973-1979& 5/8 CTV_2020-08-04 - TEENAGE KICKS:  A collection of films reflecting troubled, disenfranchised, aimless and lawless teens in the 60’s, 70’s and 80’s. Starts at& 5/9 CTV_2020-06-12 - CATHODE TV is back!   at , we examine visual culture and the struggle for civil rights."
The Pierced Heart & The Machete,2012,"1/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music"
Cock-A-Doodle-Doo! Mr Chicken,1974,"2/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music"
Sans Soleil,1983,"3/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music& 4/13 CTV_2020-12-31 - ""2021: In A World...""  we have a very special New Years show curated by @clavendr there will be no show time listings and we will run this show all day/all night tomorrow as well! We couldn’t think of a better collection of films to bring us into a hopefully brighter new year& 8/11 CTV_2020-08-17 - Documentary Monday!"
Touki Bouki,1973,"4/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music& 2/8 CTV_2021-03-17 - The Journey Is The Destination!& 2/9 CTV_2020-06-13 - Tune in at"
Perfumed Nightmare,1977,"5/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music"
Fantastic Man - A Film About William Onyeabor,2014,"6/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music& 6/9 CTV_2020-06-13 - Tune in at"
Fela Kuti: Music is the Weapon,1982,"7/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music& 10/10 CTV_2021-03-22 - Concert Cinema!"
Searching for Sugar Man,2012,"8/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music"
Finding Fela!,2014,"9/9 CTV_2021-07-22 - World Cultures: Celebrations, Ritualism, Lifestyles & Music"
Threads,1984,1/8 CTV_2021-07-20 - Nuclear Apocalypse
The Day After,1983,2/8 CTV_2021-07-20 - Nuclear Apocalypse
Special Bulletin,1983,3/8 CTV_2021-07-20 - Nuclear Apocalypse
Testament,1983,4/8 CTV_2021-07-20 - Nuclear Apocalypse
Barefoot Gen,1983,5/8 CTV_2021-07-20 - Nuclear Apocalypse
The War Game,1965,7/8 CTV_2021-07-20 - Nuclear Apocalypse
"Dr. Strangelove , Or How I Learned to Stop Worrying and Love the Bomb",1964,8/8 CTV_2021-07-20 - Nuclear Apocalypse
Hard Ticket to Hawaii,1987,1/9 CTV_2021-07-16 - THE BEST OF ABSURD MAYHEM: Trash Action Schlock from the Video Bin!& 1/9 CTV_2020-10-02 - ABSURD MAYHEM 2: More Trash Action Schlock from the Video Bins! 💥
Lady Terminator,1988,3/9 CTV_2021-07-16 - THE BEST OF ABSURD MAYHEM: Trash Action Schlock from the Video Bin!& 1/9 CTV_2020-07-24 - ABSURD MAYHEM: Trash Action Schlock from the Video Bin!
Malibu Express,1985,5/9 CTV_2021-07-16 - THE BEST OF ABSURD MAYHEM: Trash Action Schlock from the Video Bin!& 5/9 CTV_2020-10-02 - ABSURD MAYHEM 2: More Trash Action Schlock from the Video Bins! 💥
Action U.S.A.,1989,7/9 CTV_2021-07-16 - THE BEST OF ABSURD MAYHEM: Trash Action Schlock from the Video Bin!& 6/9 CTV_2020-10-02 - ABSURD MAYHEM 2: More Trash Action Schlock from the Video Bins! 💥
Meet The Feebles,1989,2/10 CTV_2021-07-15 - Weird Comedies!
Amazon Women on the Moon,1987,3/10 CTV_2021-07-15 - Weird Comedies!
Jekyll & Hyde… Together Again,1982,5/10 CTV_2021-07-15 - Weird Comedies!
The Human Tornado,1976,6/10 CTV_2021-07-15 - Weird Comedies!& 3/10 CTV_2021-02-19 - BLAXPLOITATION: Black American Genre Cinema 1969-1976
The Return of Captain Invincible,1983,7/10 CTV_2021-07-15 - Weird Comedies!
I'm Gonna Git You Sucka,1988,8/10 CTV_2021-07-15 - Weird Comedies!
Andy Kaufman's Funhouse TV Special,1979,9/10 CTV_2021-07-15 - Weird Comedies!
Wild Style,1982,"1/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career& 5/10 CTV_2021-06-28 - Reality Fiction:  Films that use Non-Actors to reimagine the language of cinema.& 2/11 CTV_2021-02-03 - HIP-HOP CINEMA THROUGH THE 80’s & 90’s!& 2/5 CTV_2020-05-07 - As a part of our NY No-Wave / Transgressive cinema screening series, we present to you: The Art of Getting Over: NY Street 1976 - 1983.  When the punk and no-wave scene started to mix with the hip-hop scene and history brewed"
Logan’s Run,1976,"2/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
200 Motels,1971,"3/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Invasion of the Astro Monster,1965,"4/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Godzilla VS Gigan,1972,"5/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Destroy All Monsters,1968,"6/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Godzilla VS Megalon,1973,"7/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Spider-Man - The Canon of DOOM,1981,"8/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Fist of the Northstar,1985,"9/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career& 11/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Spider-Man - Dr. DOOM Master of the World,1981,"10/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
Fat Albert’s Halloween Special,1977,"12/12 CTV_2021-07-13 - DOOM’S DAY! Artist @illstrips (peep his artwork on slide 2!) curates an evening of films and cartoons that inspired beats, rhymes and samples from MF Doom’s career"
H,1990,1/8 CTV_2021-07-12 - The Needle and the Damage Done
Pure Shit,1975,2/8 CTV_2021-07-12 - The Needle and the Damage Done& 6/8 CTV_2021-01-14 - Liquid Sky (1982)& 1/6 CTV_2020-05-29 - is FEATURE FRIDAY!  Harsh 70’s Realities!
Christiane F,1981,3/8 CTV_2021-07-12 - The Needle and the Damage Done
Another Day in Paradise,1998,5/8 CTV_2021-07-12 - The Needle and the Damage Done
Way Out,1966,6/8 CTV_2021-07-12 - The Needle and the Damage Done
In Vanda’s Room,2000,7/8 CTV_2021-07-12 - The Needle and the Damage Done
Frankenhooker,1990,"1/11 CTV_2021-07-09 - HORNY HORROR!& 2/8 CTV_2020-08-14 - NEON OOZE!  A fluorescent, pornoplasmic celluloid orgy of slime soaked schlock cinema from the pizza baby generation!"
Shivers,1975,2/11 CTV_2021-07-09 - HORNY HORROR!& 7/12 CTV_2021-03-11 - CRONENBERG!& 5/7 CTV_2020-11-18 - BODY HORROR!& 3/8 CTV_2020-10-12 - Horror at the Arthouse!
The Toy Box,1971,4/11 CTV_2021-07-09 - HORNY HORROR!
Emanuelle and the Last Cannibals,1977,5/11 CTV_2021-07-09 - HORNY HORROR!
The Curious Dr. Humpp,1969,6/11 CTV_2021-07-09 - HORNY HORROR!
Sinthia: The Devil’s Doll,1970,7/11 CTV_2021-07-09 - HORNY HORROR!
Blood For Dracula,1974,8/11 CTV_2021-07-09 - HORNY HORROR!
The Demoniacs,1974,9/11 CTV_2021-07-09 - HORNY HORROR!
Deviation,1971,11/11 CTV_2021-07-09 - HORNY HORROR!
Anatomia Extinction,1995,1/5 CTV_2021-07-08 - The Guinea Pig Films and other Japanese Body Horror/ Gore Films
Dogura Magura,1988,4/5 CTV_2021-07-08 - The Guinea Pig Films and other Japanese Body Horror/ Gore Films
Tokyo Gore Police,2008,5/5 CTV_2021-07-08 - The Guinea Pig Films and other Japanese Body Horror/ Gore Films& 7/8 CTV_2020-10-21 - GORE ZONE! A splatter filled deep dive into the cinematic sewers! The season continues with our homage to our favorite 80’s horror magazine!! Not for the SQUEAMISH!
Putney Swope,1969,1/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021& 9/10 CTV_2021-02-19 - BLAXPLOITATION: Black American Genre Cinema 1969-1976
Chafed Elbows,1966,2/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
Two Tons of Turquoise to Taos Tonight,1975,3/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
Greaser's Palace,1972,4/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
Pound,1970,5/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
No More Excuses,1968,6/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
Babo 73,1964,7/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
Hugo Pool,1997,8/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
Sticks and Bones,1973,9/10 CTV_2021-07-07 - Robert Downey Sr. (a Prince) RIP 1936-2021
Flower Punk,2019,1/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
"Merry Christmas, Mr. Lawrence",1983,2/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
Atomic garden,2018,3/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
The Perfume of the Lady in Black,1971,4/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
Ikebana,1957,5/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti& 7/10 CTV_2021-01-28 - The films of Hiroshi Teshigahara. Happy Birthday Hiroshi! 🎂
Hana- Bi,1997,6/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
Kusama’s Self Obliteration,1967,7/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
The Cherry Tree with Gray Blossoms,1977,8/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
Valerie and her Week of Wonders,1970,9/9 CTV_2021-07-06 - Flowers in Film. Hosted by guest curator @aly_tipacti
Crash!,1971,1/9 CTV_2021-07-05 - Weird Adaptations!
The Discipline of Do Easy,1978,2/9 CTV_2021-07-05 - Weird Adaptations!
Naked Lunch,1991,"3/9 CTV_2021-07-05 - Weird Adaptations!& 4/8 CTV_2020-08-24 - Surrealism, Poetics, Absurdities and the Avant-Garde."
Bartleby,2001,4/9 CTV_2021-07-05 - Weird Adaptations!
Body Snatchers,1993,5/9 CTV_2021-07-05 - Weird Adaptations!
Adaptation,2002,6/9 CTV_2021-07-05 - Weird Adaptations!
Boom!,1968,7/9 CTV_2021-07-05 - Weird Adaptations!
The World According To Garp,1982,8/9 CTV_2021-07-05 - Weird Adaptations!
The Adventures Of Mark Twain,1985,9/9 CTV_2021-07-05 - Weird Adaptations!
3 Films from Bradley Friedman,2021,1/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)
"Deaf: Punk, Leather Poltergeist, Debt Begins at 20, Moody Teenager",1979,2/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)
The Decline of Western Civilization,1981,4/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)
Blood Orgy of The Leather Girls,1988,5/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)
Suburbia,1983,6/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)& 1/10 CTV_2020-09-03 - Destroy All Movies: Punks in Film!
Vicious Lips,1986,7/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)& 4/8 CTV_2020-11-12 - WOMEN IN PUNK!  @clavendr is back on lead guitar to riff together another electric program revolving around female punks in cinema! (Swipe for trailer)
Class of 1984,1982,8/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)& 2/10 CTV_2020-09-03 - Destroy All Movies: Punks in Film!
Breaking Glass,1980,9/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)& 2/8 CTV_2020-11-12 - WOMEN IN PUNK!  @clavendr is back on lead guitar to riff together another electric program revolving around female punks in cinema! (Swipe for trailer)
Repo Man,1984,10/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)& 4/10 CTV_2021-05-28 - SARAH SQUIRM Presents: BANDS IN CINEMA!  Guest curator @sarahsquirm takes over with a grip of films that just-so-happen to feature performances from real bands!
Shellshock Rock,1979,12/12 CTV_2021-07-02 - PUNKS IN CINEMA (Redux)& 8/10 CTV_2020-09-03 - Destroy All Movies: Punks in Film!& 22/23 CTV_2020-05-19 - WEIRD WAVES: A retrospect of rarely seen video clips birthed from the flames of the punk underground 1976 - 1984.  This is an extension of a screening we hosted back in 2017 in Los Angeles and 2019 in Detroit
Dangerous Encounters Of The First Kind,1980,1/8 CTV_2021-07-01 - Chinese Grindhouse Theater!
The Oily Maniac,1976,3/8 CTV_2021-07-01 - Chinese Grindhouse Theater!& 6/9 CTV_2020-07-07 - PSYCHOTRONIC ASIAN MADNESS!!  Rerunning a couple greatest hits attached to a whole new lineup!
Bewitched,1981,"4/8 CTV_2021-07-01 - Chinese Grindhouse Theater!& 3/9 CTV_2020-07-07 - PSYCHOTRONIC ASIAN MADNESS!!  Rerunning a couple greatest hits attached to a whole new lineup!& 1/4 CTV_2020-05-08 - Shaw Brothers Gonzo Double Feature with a collection of wild, visual feasts from the Far East!"
Men From The Gutter,1983,5/8 CTV_2021-07-01 - Chinese Grindhouse Theater!
Seeding Of A Ghost,1983,6/8 CTV_2021-07-01 - Chinese Grindhouse Theater!
Spooky Encounters,1980,7/8 CTV_2021-07-01 - Chinese Grindhouse Theater!
